emp_id,Gender,AgeGroup,Age,MaritalStatus,Department,true_attrition,predicted_risk,n_cf_found,recourse_found,L1_cost,changed_feats
368,Male,Senior,40,Married,Sales,1,70.8,3,True,1.3643,BusinessTravel;DistanceFromHome;JobRole;OverTime;RelationshipSatisfaction
369,Male,Young,31,Single,Research & Development,0,78.6,3,True,0.8325,BusinessTravel;DistanceFromHome;OverTime
370,Female,Young,21,Single,Sales,1,86.2,3,True,2.4046,DistanceFromHome;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
378,Male,Young,34,Single,Sales,1,85.4,3,True,0.8333,EnvironmentSatisfaction;StockOptionLevel
381,Male,Young,30,Married,Sales,0,66.2,3,True,1.1241,BusinessTravel;JobRole;MonthlyIncome
385,Male,Young,30,Single,Research & Development,1,90.6,3,True,1.2624,EnvironmentSatisfaction;JobLevel;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
397,Female,Young,25,Single,Sales,0,68.8,3,True,0.625,JobInvolvement;JobRole;RelationshipSatisfaction
405,Male,Young,25,Married,Research & Development,1,69.0,3,True,1.1172,BusinessTravel;EnvironmentSatisfaction;JobSatisfaction;MonthlyIncome
414,Female,Young,24,Single,Sales,1,87.0,3,True,0.6958,EnvironmentSatisfaction;JobRole;StockOptionLevel
415,Female,Young,34,Divorced,Sales,1,70.5,3,True,0.4187,JobInvolvement;JobRole;MonthlyIncome
416,Male,Senior,38,Married,Research & Development,0,71.4,3,True,0.7268,DistanceFromHome;MonthlyIncome;OverTime;TrainingTimesLastYear
421,Female,Young,29,Married,Research & Development,1,71.7,3,True,1.2768,EnvironmentSatisfaction;JobInvolvement;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
422,Male,Young,19,Single,Human Resources,1,87.2,0,False,,
435,Male,Young,33,Married,Research & Development,1,83.9,3,True,0.6219,MonthlyIncome;StockOptionLevel
436,Male,Young,33,Divorced,Research & Development,1,69.8,3,True,1.7889,EnvironmentSatisfaction;RelationshipSatisfaction;TrainingTimesLastYear
439,Male,Young,31,Married,Research & Development,1,87.1,3,True,1.5561,EnvironmentSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
440,Female,Young,34,Divorced,Human Resources,1,72.7,3,True,0.8306,JobSatisfaction;MonthlyIncome;OverTime
443,Male,Young,22,Single,Research & Development,1,60.1,3,True,0.4729,MonthlyIncome;StockOptionLevel
450,Male,Young,31,Single,Sales,0,71.1,3,True,0.5128,MonthlyIncome;OverTime
453,Female,Young,26,Divorced,Human Resources,1,83.2,3,True,0.8667,BusinessTravel;OverTime
457,Male,Young,18,Single,Sales,1,95.0,0,False,,
460,Male,Young,26,Divorced,Sales,0,72.7,3,True,2.1683,BusinessTravel;DistanceFromHome;EnvironmentSatisfaction;JobRole;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction
463,Male,Young,26,Single,Research & Development,1,95.1,0,False,,
469,Male,Young,32,Married,Sales,1,59.8,3,True,0.9458,JobRole;StockOptionLevel;TrainingTimesLastYear
476,Male,Young,24,Married,Research & Development,0,71.6,3,True,2.6568,DistanceFromHome;JobInvolvement;JobRole;JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
479,Female,Young,24,Married,Research & Development,1,77.8,3,True,0.7333,JobRole;OverTime;RelationshipSatisfaction;TrainingTimesLastYear
480,Male,Young,30,Married,Sales,1,85.6,0,False,,
482,Male,Young,31,Divorced,Sales,1,68.5,3,True,0.8181,JobRole;JobSatisfaction;StockOptionLevel;TrainingTimesLastYear
487,Female,Young,20,Single,Research & Development,0,71.8,3,True,1.8181,JobInvolvement;JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
504,Female,Senior,45,Married,Sales,1,70.2,3,True,0.9899,BusinessTravel;DistanceFromHome;EnvironmentSatisfaction;JobRole
505,Female,Young,26,Married,Research & Development,0,65.2,3,True,0.7005,JobInvolvement;JobLevel;MonthlyIncome;OverTime
513,Male,Young,20,Single,Research & Development,1,88.2,0,False,,
514,Male,Young,33,Single,Research & Development,1,91.9,3,True,1.1611,JobSatisfaction;StockOptionLevel;TrainingTimesLastYear
525,Female,Young,24,Single,Sales,1,83.9,3,True,2.2236,EnvironmentSatisfaction;JobInvolvement;JobRole;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
528,Male,Senior,50,Married,Sales,1,70.5,3,True,0.7639,EnvironmentSatisfaction;JobRole;OverTime
536,Male,Senior,60,Single,Sales,0,77.1,3,True,1.4111,EnvironmentSatisfaction;StockOptionLevel
540,Female,Young,28,Single,Research & Development,1,94.2,3,True,1.8264,EnvironmentSatisfaction;JobInvolvement;TrainingTimesLastYear
546,Male,Young,29,Single,Sales,0,76.4,3,True,1.5211,JobInvolvement;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
547,Male,Senior,42,Divorced,Research & Development,1,78.2,3,True,0.9528,JobLevel;OverTime;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
553,Female,Senior,40,Single,Research & Development,0,60.5,3,True,0.8129,JobInvolvement;JobLevel;MonthlyIncome;OverTime;WorkLifeBalance
562,Male,Young,33,Single,Research & Development,1,77.7,3,True,0.6703,JobLevel;MonthlyIncome;OverTime;StockOptionLevel
565,Male,Young,23,Single,Research & Development,0,60.9,3,True,0.9093,EnvironmentSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
566,Female,Senior,47,Single,Sales,1,79.1,3,True,0.725,EnvironmentSatisfaction;JobRole;StockOptionLevel
569,Male,Senior,36,Single,Sales,0,59.5,3,True,0.5181,EnvironmentSatisfaction;JobRole;JobSatisfaction
571,Female,Young,26,Divorced,Research & Development,0,65.2,3,True,0.7861,EnvironmentSatisfaction;JobInvolvement;JobLevel
573,Male,Young,26,Single,Sales,1,73.1,3,True,0.7569,JobRole;JobSatisfaction;StockOptionLevel
578,Female,Senior,38,Single,Research & Development,0,74.9,3,True,1.1556,EnvironmentSatisfaction;JobSatisfaction;StockOptionLevel
585,Male,Young,23,Married,Research & Development,1,85.0,3,True,2.1491,BusinessTravel;EnvironmentSatisfaction;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;OverTime;RelationshipSatisfaction
589,Female,Young,29,Married,Research & Development,1,91.7,0,False,,
591,Female,Young,33,Single,Sales,1,84.2,3,True,1.8528,EnvironmentSatisfaction;JobRole;JobSatisfaction;StockOptionLevel;TrainingTimesLastYear
595,Male,Senior,58,Single,Research & Development,1,68.5,3,True,0.9095,DistanceFromHome;JobSatisfaction;OverTime;StockOptionLevel;WorkLifeBalance
598,Male,Young,28,Single,Research & Development,1,63.5,3,True,0.4305,MonthlyIncome;StockOptionLevel
601,Male,Senior,40,Single,Research & Development,0,66.2,3,True,1.25,BusinessTravel;EnvironmentSatisfaction
602,Female,Young,30,Single,Research & Development,0,65.5,3,True,0.6,StockOptionLevel
612,Female,Young,28,Married,Sales,0,80.1,3,True,0.7556,RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
614,Female,Young,26,Married,Research & Development,1,81.3,3,True,0.7595,DistanceFromHome;JobRole;OverTime
618,Male,Young,25,Single,Research & Development,0,76.2,3,True,0.9263,JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
624,Female,Senior,53,Married,Sales,0,60.3,3,True,0.7387,BusinessTravel;DistanceFromHome;JobRole
632,Male,Senior,42,Single,Research & Development,0,72.6,3,True,0.5833,JobRole;RelationshipSatisfaction
634,Male,Young,25,Married,Sales,0,66.5,3,True,0.7667,OverTime;StockOptionLevel
636,Female,Senior,35,Divorced,Research & Development,1,60.5,3,True,0.6,JobInvolvement;JobLevel;MonthlyIncome;OverTime
638,Male,Young,25,Married,Sales,0,65.0,3,True,1.0153,JobRole;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
644,Male,Young,31,Married,Research & Development,0,68.5,3,True,0.4361,JobLevel;TrainingTimesLastYear
645,Female,Young,29,Divorced,Sales,1,81.9,3,True,0.8004,DistanceFromHome;MonthlyIncome;OverTime
652,Male,Senior,37,Single,Sales,0,73.3,3,True,0.7236,JobLevel;JobRole;OverTime;StockOptionLevel
655,Male,Young,33,Divorced,Human Resources,0,67.8,3,True,0.6694,JobInvolvement;JobLevel;OverTime
656,Male,Young,32,Single,Research & Development,1,88.8,3,True,1.9121,DistanceFromHome;EnvironmentSatisfaction;JobLevel;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
658,Male,Senior,44,Married,Research & Development,0,84.6,3,True,0.9222,BusinessTravel;OverTime;StockOptionLevel
660,Male,Senior,58,Divorced,Research & Development,1,84.3,3,True,0.6336,MonthlyIncome;OverTime
662,Female,Young,20,Single,Sales,1,74.7,3,True,0.9861,JobInvolvement;JobRole;StockOptionLevel
663,Female,Young,21,Single,Research & Development,1,80.5,3,True,2.5708,DistanceFromHome;JobInvolvement;JobLevel;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
665,Female,Senior,47,Single,Sales,0,68.1,3,True,0.9683,DistanceFromHome;OverTime;RelationshipSatisfaction;StockOptionLevel
666,Female,Young,22,Married,Research & Development,1,63.0,3,True,0.9125,BusinessTravel;OverTime
667,Female,Senior,41,Divorced,Research & Development,1,75.6,3,True,0.6306,JobLevel;WorkLifeBalance
669,Male,Senior,39,Married,Research & Development,1,85.8,3,True,0.8444,JobSatisfaction;TrainingTimesLastYear
670,Female,Young,27,Single,Research & Development,0,73.8,3,True,1.7151,EnvironmentSatisfaction;JobInvolvement;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
673,Male,Young,33,Single,Research & Development,0,80.2,3,True,0.2516,MonthlyIncome
683,Male,Young,25,Married,Sales,1,93.6,0,False,,
684,Male,Senior,40,Divorced,Sales,0,59.9,3,True,0.3322,EnvironmentSatisfaction;MonthlyIncome
688,Male,Young,19,Single,Sales,1,95.7,0,False,,
689,Male,Young,20,Single,Research & Development,1,89.5,3,True,4.4196,EnvironmentSatisfaction;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;OverTime;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
693,Male,Senior,36,Married,Sales,1,60.8,3,True,0.7736,BusinessTravel;JobRole;TrainingTimesLastYear;WorkLifeBalance
695,Male,Senior,37,Married,Sales,1,82.2,3,True,0.536,JobRole;MonthlyIncome;StockOptionLevel
706,Female,Senior,40,Single,Sales,1,80.6,3,True,1.1746,DistanceFromHome;OverTime;RelationshipSatisfaction;TrainingTimesLastYear
709,Male,Young,31,Single,Research & Development,1,89.0,3,True,0.9222,JobSatisfaction
711,Female,Young,29,Single,Research & Development,1,91.9,3,True,1.7551,BusinessTravel;JobLevel;JobSatisfaction;MonthlyIncome;StockOptionLevel
720,Female,Young,30,Married,Research & Development,1,92.9,3,True,1.6424,EnvironmentSatisfaction;JobLevel;MonthlyIncome;StockOptionLevel
727,Male,Young,18,Single,Research & Development,0,63.2,3,True,1.1333,JobInvolvement;StockOptionLevel;TrainingTimesLastYear
731,Female,Young,20,Single,Research & Development,1,93.2,3,True,4.0415,JobInvolvement;JobLevel;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
744,Female,Senior,37,Married,Research & Development,1,72.2,3,True,1.4833,EnvironmentSatisfaction;JobInvolvement;StockOptionLevel;TrainingTimesLastYear
747,Male,Senior,38,Single,Sales,0,72.9,3,True,0.7556,OverTime;RelationshipSatisfaction;TrainingTimesLastYear
748,Male,Young,26,Single,Sales,1,80.1,3,True,1.3972,DistanceFromHome;JobInvolvement;JobRole;JobSatisfaction;StockOptionLevel
761,Male,Senior,36,Divorced,Research & Development,1,62.1,3,True,0.7556,BusinessTravel;EnvironmentSatisfaction
762,Male,Young,26,Married,Research & Development,1,91.4,3,True,1.6323,EnvironmentSatisfaction;JobSatisfaction;MonthlyIncome
763,Female,Young,34,Married,Sales,0,83.5,3,True,0.5451,BusinessTravel;JobRole;MonthlyIncome;OverTime
764,Male,Young,28,Married,Sales,0,75.7,0,False,,
776,Female,Young,20,Single,Sales,1,90.4,3,True,1.2583,JobRole;OverTime;StockOptionLevel
777,Female,Young,21,Single,Research & Development,1,90.1,0,False,,
779,Male,Senior,51,Married,Research & Development,1,82.5,3,True,0.6477,BusinessTravel;MonthlyIncome;OverTime
780,Male,Young,28,Single,Research & Development,1,73.4,3,True,0.9333,JobSatisfaction;RelationshipSatisfaction;StockOptionLevel
791,Male,Senior,35,Single,Sales,1,79.2,3,True,0.6236,JobRole;StockOptionLevel
792,Female,Young,33,Single,Research & Development,1,59.2,3,True,0.5578,EnvironmentSatisfaction;JobRole;MonthlyIncome;StockOptionLevel
796,Male,Young,25,Married,Research & Development,1,64.1,3,True,0.7861,JobLevel;JobRole;OverTime;TrainingTimesLastYear
797,Male,Young,26,Divorced,Research & Development,1,81.4,3,True,3.5326,EnvironmentSatisfaction;JobInvolvement;JobRole;JobSatisfaction;MonthlyIncome;OverTime;TrainingTimesLastYear;WorkLifeBalance
798,Male,Young,33,Single,Research & Development,1,93.7,3,True,1.4283,EnvironmentSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
800,Male,Young,28,Divorced,Research & Development,1,80.5,3,True,3.3106,EnvironmentSatisfaction;JobInvolvement;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction;TrainingTimesLastYear;WorkLifeBalance
801,Male,Senior,50,Single,Sales,1,72.8,3,True,0.425,MonthlyIncome;StockOptionLevel
815,Female,Young,21,Single,Research & Development,0,85.2,3,True,0.6292,MonthlyIncome;OverTime
827,Male,Young,28,Divorced,Research & Development,0,66.5,3,True,0.875,JobLevel;OverTime;RelationshipSatisfaction;StockOptionLevel
828,Male,Young,18,Single,Research & Development,1,77.2,3,True,2.3934,EnvironmentSatisfaction;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
829,Female,Young,33,Single,Sales,1,76.2,3,True,0.8889,BusinessTravel;OverTime;RelationshipSatisfaction;TrainingTimesLastYear
836,Female,Young,29,Married,Sales,1,65.4,3,True,1.1153,DistanceFromHome;JobRole;JobSatisfaction;RelationshipSatisfaction
838,Male,Senior,42,Single,Sales,1,78.0,3,True,0.7167,RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
842,Female,Young,28,Married,Research & Development,1,86.8,3,True,1.784,JobInvolvement;JobLevel;JobRole;MonthlyIncome;StockOptionLevel
849,Female,Senior,43,Single,Sales,1,80.8,3,True,1.7556,EnvironmentSatisfaction;JobInvolvement;StockOptionLevel
853,Male,Young,19,Single,Research & Development,0,83.0,3,True,2.996,EnvironmentSatisfaction;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
856,Male,Young,20,Single,Research & Development,0,78.7,3,True,1.8265,EnvironmentSatisfaction;JobInvolvement;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel
857,Male,Senior,44,Single,Research & Development,1,60.9,3,True,0.8194,BusinessTravel;JobLevel;JobSatisfaction;TrainingTimesLastYear
859,Female,Young,29,Married,Research & Development,0,75.7,3,True,0.8708,BusinessTravel;OverTime
860,Male,Young,22,Married,Research & Development,1,78.2,3,True,0.8667,BusinessTravel;OverTime
871,Female,Young,24,Married,Research & Development,1,79.3,3,True,3.1992,DistanceFromHome;JobInvolvement;JobRole;JobSatisfaction;MonthlyIncome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
876,Male,Young,20,Single,Sales,0,62.5,3,True,0.5789,MonthlyIncome;StockOptionLevel;WorkLifeBalance
889,Male,Young,27,Married,Research & Development,0,77.9,3,True,0.7714,DistanceFromHome;OverTime
892,Female,Young,19,Single,Research & Development,1,93.3,3,True,2.7953,EnvironmentSatisfaction;JobInvolvement;JobLevel;JobSatisfaction;MonthlyIncome;StockOptionLevel;TrainingTimesLastYear
909,Female,Young,19,Single,Research & Development,0,80.6,3,True,0.7556,StockOptionLevel
911,Male,Young,25,Single,Sales,1,95.3,0,False,,
912,Male,Young,26,Single,Research & Development,0,71.0,3,True,0.7656,BusinessTravel;MonthlyIncome;OverTime;StockOptionLevel
913,Female,Senior,45,Single,Sales,1,72.9,3,True,0.8222,JobSatisfaction;OverTime;StockOptionLevel
915,Female,Young,21,Single,Research & Development,1,76.6,3,True,1.6083,EnvironmentSatisfaction;JobInvolvement;JobLevel;RelationshipSatisfaction;StockOptionLevel
917,Female,Young,34,Single,Sales,0,62.2,3,True,1.1353,DistanceFromHome;JobRole;JobSatisfaction;OverTime;RelationshipSatisfaction
921,Male,Young,28,Single,Research & Development,0,84.5,3,True,0.5984,JobRole;MonthlyIncome;OverTime
924,Male,Senior,35,Married,Research & Development,0,62.5,3,True,0.6611,JobLevel;JobRole;StockOptionLevel
925,Female,Senior,42,Married,Research & Development,0,69.7,3,True,0.8527,JobRole;MonthlyIncome;OverTime;StockOptionLevel;TrainingTimesLastYear
929,Male,Young,28,Married,Research & Development,0,66.2,3,True,0.671,JobLevel;JobRole;MonthlyIncome;OverTime
931,Female,Young,30,Single,Research & Development,0,61.0,3,True,0.8333,OverTime;StockOptionLevel;TrainingTimesLastYear;WorkLifeBalance
932,Female,Young,29,Divorced,Research & Development,1,74.6,3,True,0.7232,EnvironmentSatisfaction;MonthlyIncome;OverTime;RelationshipSatisfaction
934,Female,Young,25,Single,Research & Development,0,61.0,3,True,0.5982,MonthlyIncome;OverTime;StockOptionLevel
946,Male,Senior,40,Single,Sales,1,77.8,3,True,1.0164,BusinessTravel;MonthlyIncome;OverTime
947,Male,Senior,52,Single,Sales,1,88.4,3,True,0.6344,JobRole;MonthlyIncome;TrainingTimesLastYear
952,Female,Young,31,Single,Sales,1,91.6,3,True,0.9444,BusinessTravel;OverTime;StockOptionLevel
953,Male,Senior,44,Married,Research & Development,1,73.2,3,True,1.5222,EnvironmentSatisfaction;JobSatisfaction;StockOptionLevel;TrainingTimesLastYear
966,Female,Senior,58,Married,Research & Development,1,72.5,3,True,0.8575,DistanceFromHome;RelationshipSatisfaction;StockOptionLevel;TrainingTimesLastYear
975,Male,Senior,55,Single,Sales,1,88.0,3,True,0.7556,StockOptionLevel
